field name;type;description
collection_status_competitors_restructured_active_last_12months_max;INTEGER;
collection_status_competitors_restructured_active_last_1month_max;INTEGER;
collection_status_competitors_restructured_active_last_24months_max;INTEGER;
collection_status_competitors_restructured_active_last_3months_max;INTEGER;
collection_status_competitors_restructured_active_last_6months_max;INTEGER;
collection_status_competitors_restructured_allcondition_last_12months_max;INTEGER;
collection_status_competitors_restructured_allcondition_last_1month_max;INTEGER;
collection_status_competitors_restructured_allcondition_last_24months_max;INTEGER;
collection_status_competitors_restructured_allcondition_last_3months_max;INTEGER;
collection_status_competitors_restructured_allcondition_last_6months_max;INTEGER;
collection_status_competitors_restructured_allcondition_secured_last_12months_max;INTEGER;
collection_status_competitors_restructured_allcondition_secured_last_1month_max;INTEGER;
collection_status_competitors_restructured_allcondition_secured_last_24months_max;INTEGER;
collection_status_competitors_restructured_allcondition_secured_last_3months_max;INTEGER;
collection_status_competitors_restructured_allcondition_secured_last_6months_max;INTEGER;
collection_status_conventional_facilities_max;INTEGER;
collection_status_credit_card_active_max;INTEGER;
collection_status_credit_card_active_min;INTEGER;
collection_status_credit_card_allcondition_max;INTEGER;
collection_status_credit_card_allcondition_min;INTEGER;
collection_status_digibank_institution_max;INTEGER;
collection_status_fintech_institution_max;INTEGER;
collection_status_irregular_l12m_max;INTEGER;
collection_status_irregular_l3m_max;INTEGER;
collection_status_irregular_l6m_max;INTEGER;
collection_status_irregular_max;INTEGER;
collection_status_jago_active_last_12months_max;INTEGER;
collection_status_jago_active_last_12months_min;INTEGER;
collection_status_jago_active_last_1month_max;INTEGER;
collection_status_jago_active_last_1month_min;INTEGER;
collection_status_jago_active_last_24months_max;INTEGER;
collection_status_jago_active_last_24months_min;INTEGER;
collection_status_jago_active_last_3months_max;INTEGER;
collection_status_jago_active_last_3months_min;INTEGER;
collection_status_jago_active_last_6months_max;INTEGER;
collection_status_jago_active_last_6months_min;INTEGER;
collection_status_jago_allcondition_last_12months_max;INTEGER;
collection_status_jago_allcondition_last_12months_min;INTEGER;
collection_status_jago_allcondition_last_1month_max;INTEGER;
collection_status_jago_allcondition_last_1month_min;INTEGER;
collection_status_jago_allcondition_last_24months_max;INTEGER;
collection_status_jago_allcondition_last_24months_min;INTEGER;
collection_status_jago_allcondition_last_3months_max;INTEGER;
collection_status_jago_allcondition_last_3months_min;INTEGER;
collection_status_jago_allcondition_last_6months_max;INTEGER;
collection_status_jago_allcondition_last_6months_min;INTEGER;
collection_status_jago_allcondition_secured_last_12months_max;INTEGER;
collection_status_jago_allcondition_secured_last_1month_max;INTEGER;
collection_status_jago_allcondition_secured_last_24months_max;INTEGER;
collection_status_jago_allcondition_secured_last_3months_max;INTEGER;
collection_status_jago_allcondition_secured_last_6months_max;INTEGER;
collection_status_jago_conventional_facilities_max;INTEGER;
collection_status_jago_nonrestructured_active_last_12months_max;INTEGER;
collection_status_jago_nonrestructured_active_last_12months_min;INTEGER;
collection_status_jago_nonrestructured_active_last_1month_max;INTEGER;
collection_status_jago_nonrestructured_active_last_1month_min;INTEGER;
collection_status_jago_nonrestructured_active_last_24months_max;INTEGER;
collection_status_jago_nonrestructured_active_last_24months_min;INTEGER;
collection_status_jago_nonrestructured_active_last_3months_max;INTEGER;
collection_status_jago_nonrestructured_active_last_3months_min;INTEGER;
collection_status_jago_nonrestructured_active_last_6months_max;INTEGER;
collection_status_jago_nonrestructured_active_last_6months_min;INTEGER;
collection_status_jago_nonrestructured_allcondition_last_12months_max;INTEGER;
collection_status_jago_nonrestructured_allcondition_last_12months_min;INTEGER;
collection_status_jago_nonrestructured_allcondition_last_1month_max;INTEGER;
collection_status_jago_nonrestructured_allcondition_last_1month_min;INTEGER;
collection_status_jago_nonrestructured_allcondition_last_24months_max;INTEGER;
collection_status_jago_nonrestructured_allcondition_last_24months_min;INTEGER;
collection_status_jago_nonrestructured_allcondition_last_3months_max;INTEGER;
collection_status_jago_nonrestructured_allcondition_last_3months_min;INTEGER;
collection_status_jago_nonrestructured_allcondition_last_6months_max;INTEGER;
collection_status_jago_nonrestructured_allcondition_last_6months_min;INTEGER;
collection_status_jago_nonrestructured_allcondition_secured_last_12months_max;INTEGER;
collection_status_jago_nonrestructured_allcondition_secured_last_1month_max;INTEGER;
collection_status_jago_nonrestructured_allcondition_secured_last_24months_max;INTEGER;
collection_status_jago_nonrestructured_allcondition_secured_last_3months_max;INTEGER;
collection_status_jago_nonrestructured_allcondition_secured_last_6months_max;INTEGER;
collection_status_jago_restructured_active_last_12months_max;INTEGER;
collection_status_jago_restructured_active_last_1month_max;INTEGER;
collection_status_jago_restructured_active_last_24months_max;INTEGER;
collection_status_jago_restructured_active_last_3months_max;INTEGER;
collection_status_jago_restructured_active_last_6months_max;INTEGER;
collection_status_jago_restructured_allcondition_last_12months_max;INTEGER;
collection_status_jago_restructured_allcondition_last_1month_max;INTEGER;
collection_status_jago_restructured_allcondition_last_24months_max;INTEGER;
collection_status_jago_restructured_allcondition_last_3months_max;INTEGER;
collection_status_jago_restructured_allcondition_last_6months_max;INTEGER;
collection_status_jago_restructured_allcondition_secured_last_12months_max;INTEGER;
collection_status_jago_restructured_allcondition_secured_last_1month_max;INTEGER;
collection_status_jago_restructured_allcondition_secured_last_24months_max;INTEGER;
collection_status_jago_restructured_allcondition_secured_last_3months_max;INTEGER;
collection_status_jago_restructured_allcondition_secured_last_6months_max;INTEGER;
collection_status_jago_sharia_other_facilities_max;INTEGER;
collection_status_nonbank_active_last_12months_max;INTEGER;
collection_status_nonbank_active_last_12months_min;INTEGER;
collection_status_nonbank_active_last_1month_max;INTEGER;
collection_status_nonbank_active_last_1month_min;INTEGER;
collection_status_nonbank_active_last_24months_max;INTEGER;
collection_status_nonbank_active_last_24months_min;INTEGER;
collection_status_nonbank_active_last_3months_max;INTEGER;
collection_status_nonbank_active_last_3months_min;INTEGER;
collection_status_nonbank_active_last_6months_max;INTEGER;
collection_status_nonbank_active_last_6months_min;INTEGER;
collection_status_nonbank_allcondition_last_12months_max;INTEGER;
collection_status_nonbank_allcondition_last_12months_min;INTEGER;
collection_status_nonbank_allcondition_last_1month_max;INTEGER;
collection_status_nonbank_allcondition_last_1month_min;INTEGER;
collection_status_nonbank_allcondition_last_24months_max;INTEGER;
collection_status_nonbank_allcondition_last_24months_min;INTEGER;
collection_status_nonbank_allcondition_last_3months_max;INTEGER;
collection_status_nonbank_allcondition_last_3months_min;INTEGER;
collection_status_nonbank_allcondition_last_6months_max;INTEGER;
collection_status_nonbank_allcondition_last_6months_min;INTEGER;
collection_status_nonbank_allcondition_secured_last_12months_max;INTEGER;
collection_status_nonbank_allcondition_secured_last_1month_max;INTEGER;
collection_status_nonbank_allcondition_secured_last_24months_max;INTEGER;
collection_status_nonbank_allcondition_secured_last_3months_max;INTEGER;
collection_status_nonbank_allcondition_secured_last_6months_max;INTEGER;
collection_status_nonbank_nonrestructured_active_last_12months_max;INTEGER;
collection_status_nonbank_nonrestructured_active_last_12months_min;INTEGER;
collection_status_nonbank_nonrestructured_active_last_1month_max;INTEGER;
collection_status_nonbank_nonrestructured_active_last_1month_min;INTEGER;
collection_status_nonbank_nonrestructured_active_last_24months_max;INTEGER;
collection_status_nonbank_nonrestructured_active_last_24months_min;INTEGER;
collection_status_nonbank_nonrestructured_active_last_3months_max;INTEGER;
collection_status_nonbank_nonrestructured_active_last_3months_min;INTEGER;
collection_status_nonbank_nonrestructured_active_last_6months_max;INTEGER;
collection_status_nonbank_nonrestructured_active_last_6months_min;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_last_12months_max;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_last_12months_min;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_last_1month_max;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_last_1month_min;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_last_24months_max;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_last_24months_min;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_last_3months_max;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_last_3months_min;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_last_6months_max;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_last_6months_min;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_secured_last_12months_max;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_secured_last_1month_max;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_secured_last_24months_max;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_secured_last_3months_max;INTEGER;
collection_status_nonbank_nonrestructured_allcondition_secured_last_6months_max;INTEGER;
collection_status_nonbank_restructured_active_last_12months_max;INTEGER;
collection_status_nonbank_restructured_active_last_1month_max;INTEGER;
collection_status_nonbank_restructured_active_last_24months_max;INTEGER;
collection_status_nonbank_restructured_active_last_3months_max;INTEGER;
collection_status_nonbank_restructured_active_last_6months_max;INTEGER;
collection_status_nonbank_restructured_allcondition_last_12months_max;INTEGER;
collection_status_nonbank_restructured_allcondition_last_1month_max;INTEGER;
collection_status_nonbank_restructured_allcondition_last_24months_max;INTEGER;
collection_status_nonbank_restructured_allcondition_last_3months_max;INTEGER;
collection_status_nonbank_restructured_allcondition_last_6months_max;INTEGER;
collection_status_nonbank_restructured_allcondition_secured_last_12months_max;INTEGER;
collection_status_nonbank_restructured_allcondition_secured_last_1month_max;INTEGER;
collection_status_nonbank_restructured_allcondition_secured_last_24months_max;INTEGER;
collection_status_nonbank_restructured_allcondition_secured_last_3months_max;INTEGER;
collection_status_nonbank_restructured_allcondition_secured_last_6months_max;INTEGER;
collection_status_paidoff_last_12months_max;INTEGER;
collection_status_paidoff_last_12months_min;INTEGER;
collection_status_paidoff_last_1month_max;INTEGER;
collection_status_paidoff_last_1month_min;INTEGER;
collection_status_paidoff_last_24months_max;INTEGER;
collection_status_paidoff_last_24months_min;INTEGER;
collection_status_paidoff_last_3months_max;INTEGER;
collection_status_paidoff_last_3months_min;INTEGER;
collection_status_paidoff_last_6months_max;INTEGER;
collection_status_paidoff_last_6months_min;INTEGER;
collection_status_paidoff_secured_last_12months_max;INTEGER;
collection_status_paidoff_secured_last_1month_max;INTEGER;
collection_status_paidoff_secured_last_24months_max;INTEGER;
collection_status_paidoff_secured_last_3months_max;INTEGER;
collection_status_paidoff_secured_last_6months_max;INTEGER;
collection_status_paidoff_securedmortgage_last_12months_max;INTEGER;
collection_status_paidoff_securedmortgage_last_1month_max;INTEGER;
collection_status_paidoff_securedmortgage_last_24months_max;INTEGER;
collection_status_paidoff_securedmortgage_last_3months_max;INTEGER;
collection_status_paidoff_securedmortgage_last_6months_max;INTEGER;
collection_status_paidoff_securedvehicle_last_12months_max;INTEGER;
collection_status_paidoff_securedvehicle_last_1month_max;INTEGER;
collection_status_paidoff_securedvehicle_last_24months_max;INTEGER;
collection_status_paidoff_securedvehicle_last_3months_max;INTEGER;
collection_status_paidoff_securedvehicle_last_6months_max;INTEGER;
collection_status_paidoff_unsecured_last_12months_max;INTEGER;
collection_status_paidoff_unsecured_last_12months_min;INTEGER;
collection_status_paidoff_unsecured_last_1month_max;INTEGER;
collection_status_paidoff_unsecured_last_1month_min;INTEGER;
collection_status_paidoff_unsecured_last_24months_max;INTEGER;
collection_status_paidoff_unsecured_last_24months_min;INTEGER;
collection_status_paidoff_unsecured_last_3months_max;INTEGER;
collection_status_paidoff_unsecured_last_3months_min;INTEGER;
collection_status_paidoff_unsecured_last_6months_max;INTEGER;
collection_status_paidoff_unsecured_last_6months_min;INTEGER;
collection_status_paidoffwithdiscount_last_12months_max;INTEGER;
collection_status_paidoffwithdiscount_last_1month_max;INTEGER;
collection_status_paidoffwithdiscount_last_24months_max;INTEGER;
collection_status_paidoffwithdiscount_last_3months_max;INTEGER;
collection_status_paidoffwithdiscount_last_6months_max;INTEGER;
collection_status_paidoffwithdiscount_secured_last_12months_max;INTEGER;
collection_status_paidoffwithdiscount_secured_last_1month_max;INTEGER;
collection_status_paidoffwithdiscount_secured_last_24months_max;INTEGER;
collection_status_paidoffwithdiscount_secured_last_3months_max;INTEGER;
collection_status_paidoffwithdiscount_secured_last_6months_max;INTEGER;
collection_status_paidoffwithdiscount_securedmortgage_last_12months_max;INTEGER;
collection_status_paidoffwithdiscount_securedmortgage_last_12months_min;INTEGER;
collection_status_paidoffwithdiscount_securedmortgage_last_1month_max;INTEGER;
collection_status_paidoffwithdiscount_securedmortgage_last_1month_min;INTEGER;
collection_status_paidoffwithdiscount_securedmortgage_last_24months_max;INTEGER;
collection_status_paidoffwithdiscount_securedmortgage_last_24months_min;INTEGER;
collection_status_paidoffwithdiscount_securedmortgage_last_3months_max;INTEGER;
collection_status_paidoffwithdiscount_securedmortgage_last_3months_min;INTEGER;
collection_status_paidoffwithdiscount_securedmortgage_last_6months_max;INTEGER;
collection_status_paidoffwithdiscount_securedmortgage_last_6months_min;INTEGER;
collection_status_paidoffwithdiscount_securedvehicle_last_12months_max;INTEGER;
collection_status_paidoffwithdiscount_securedvehicle_last_1month_max;INTEGER;
collection_status_paidoffwithdiscount_securedvehicle_last_24months_max;INTEGER;
collection_status_paidoffwithdiscount_securedvehicle_last_3months_max;INTEGER;
collection_status_paidoffwithdiscount_securedvehicle_last_6months_max;INTEGER;
collection_status_paidoffwithdiscount_unsecured_last_12months_max;INTEGER;
collection_status_paidoffwithdiscount_unsecured_last_1month_max;INTEGER;
collection_status_paidoffwithdiscount_unsecured_last_24months_max;INTEGER;
collection_status_paidoffwithdiscount_unsecured_last_3months_max;INTEGER;
collection_status_paidoffwithdiscount_unsecured_last_6months_max;INTEGER;
collection_status_personal_loan_active_max;INTEGER;
collection_status_personal_loan_allcondition_max;INTEGER;
collection_status_personal_loan_allcondition_min;INTEGER;
collection_status_restructured_active_l12m_max;INTEGER;
collection_status_restructured_active_l3m_max;INTEGER;
collection_status_restructured_active_l6m_max;INTEGER;
collection_status_restructured_active_last_12months_max;INTEGER;
collection_status_restructured_active_last_1month_max;INTEGER;
collection_status_restructured_active_last_24months_max;INTEGER;
collection_status_restructured_active_last_3months_max;INTEGER;
collection_status_restructured_active_last_6months_max;INTEGER;
collection_status_restructured_active_secured_last_12months_max;INTEGER;
collection_status_restructured_active_secured_last_1month_max;INTEGER;
collection_status_restructured_active_secured_last_24months_max;INTEGER;
collection_status_restructured_active_secured_last_3months_max;INTEGER;
collection_status_restructured_active_secured_last_6months_max;INTEGER;
collection_status_restructured_active_securedmortgage_last_12months_max;INTEGER;
collection_status_restructured_active_securedmortgage_last_1month_max;INTEGER;
collection_status_restructured_active_securedmortgage_last_24months_max;INTEGER;
collection_status_restructured_active_securedmortgage_last_3months_max;INTEGER;
collection_status_restructured_active_securedmortgage_last_6months_max;INTEGER;
collection_status_restructured_active_securedvehicle_last_12months_max;INTEGER;
collection_status_restructured_active_securedvehicle_last_1month_max;INTEGER;
collection_status_restructured_active_securedvehicle_last_24months_max;INTEGER;
collection_status_restructured_active_securedvehicle_last_3months_max;INTEGER;
collection_status_restructured_active_securedvehicle_last_6months_max;INTEGER;
collection_status_restructured_active_unsecured_last_12months_max;INTEGER;
collection_status_restructured_active_unsecured_last_1month_max;INTEGER;
collection_status_restructured_active_unsecured_last_24months_max;INTEGER;
collection_status_restructured_active_unsecured_last_3months_max;INTEGER;
collection_status_restructured_active_unsecured_last_6months_max;INTEGER;
collection_status_restructured_allcondition_last_12months_max;INTEGER;
collection_status_restructured_allcondition_last_1month_max;INTEGER;
collection_status_restructured_allcondition_last_24months_max;INTEGER;
collection_status_restructured_allcondition_last_3months_max;INTEGER;
collection_status_restructured_allcondition_last_6months_max;INTEGER;
collection_status_restructured_allcondition_secured_last_12months_max;INTEGER;
collection_status_restructured_allcondition_secured_last_1month_max;INTEGER;
collection_status_restructured_allcondition_secured_last_24months_max;INTEGER;
collection_status_restructured_allcondition_secured_last_3months_max;INTEGER;
collection_status_restructured_allcondition_secured_last_6months_max;INTEGER;
collection_status_restructured_allcondition_securedmortgage_last_12months_max;INTEGER;
collection_status_restructured_allcondition_securedmortgage_last_1month_max;INTEGER;
collection_status_restructured_allcondition_securedmortgage_last_24months_max;INTEGER;
collection_status_restructured_allcondition_securedmortgage_last_3months_max;INTEGER;
collection_status_restructured_allcondition_securedmortgage_last_6months_max;INTEGER;
collection_status_restructured_allcondition_securedvehicle_last_12months_max;INTEGER;
collection_status_restructured_allcondition_securedvehicle_last_1month_max;INTEGER;
collection_status_restructured_allcondition_securedvehicle_last_24months_max;INTEGER;
collection_status_restructured_allcondition_securedvehicle_last_3months_max;INTEGER;
collection_status_restructured_allcondition_securedvehicle_last_6months_max;INTEGER;
collection_status_restructured_allcondition_unsecured_last_12months_max;INTEGER;
collection_status_restructured_allcondition_unsecured_last_1month_max;INTEGER;
collection_status_restructured_allcondition_unsecured_last_24months_max;INTEGER;
collection_status_restructured_allcondition_unsecured_last_3months_max;INTEGER;
collection_status_restructured_allcondition_unsecured_last_6months_max;INTEGER;
collection_status_sharia_institution_max;INTEGER;
collection_status_sharia_other_facilities_max;INTEGER;
dpd_10mio_20mio_plafond_max;INTEGER;
dpd_10mio_20mio_plafond_min;INTEGER;
dpd_1mio_3mio_plafond_max;INTEGER;
dpd_1mio_3mio_plafond_min;INTEGER;
dpd_20mio_100mio_plafond_max;INTEGER;
dpd_20mio_100mio_plafond_min;INTEGER;
dpd_3mio_5mio_plafond_max;INTEGER;
dpd_3mio_5mio_plafond_min;INTEGER;
dpd_500k_1mio_plafond_max;INTEGER;
dpd_500k_1mio_plafond_min;INTEGER;
dpd_5mio_10mio_plafond_max;INTEGER;
dpd_5mio_10mio_plafond_min;INTEGER;
dpd_above_100mio_plafond_max;INTEGER;
dpd_active_l12m_max;INTEGER;
dpd_active_l12m_min;INTEGER;
dpd_active_l3m_max;INTEGER;
dpd_active_l3m_min;INTEGER;
dpd_active_l6m_max;INTEGER;
dpd_active_l6m_min;INTEGER;
dpd_active_last_12months_max;INTEGER;
dpd_active_last_12months_min;INTEGER;
dpd_active_last_1month_max;INTEGER;
dpd_active_last_1month_min;INTEGER;
dpd_active_last_24months_max;INTEGER;
dpd_active_last_24months_min;INTEGER;
dpd_active_last_3months_max;INTEGER;
dpd_active_last_3months_min;INTEGER;
dpd_active_last_6months_max;INTEGER;
dpd_active_last_6months_min;INTEGER;
dpd_active_nonrestructured_openl3m_max;INTEGER;
dpd_active_nonrestructured_openl3m_min;INTEGER;
dpd_active_nonrestructured_openl6m_max;INTEGER;
dpd_active_nonrestructured_openl6m_min;INTEGER;
dpd_active_openl3m_max;INTEGER;
dpd_active_openl3m_min;INTEGER;
dpd_active_openl6m_max;INTEGER;
dpd_active_openl6m_min;INTEGER;
dpd_active_restructured_openl3m_max;INTEGER;
dpd_active_restructured_openl6m_max;INTEGER;
dpd_active_secured_last_12months_max;INTEGER;
dpd_active_secured_last_12months_min;INTEGER;
dpd_active_secured_last_1month_max;INTEGER;
dpd_active_secured_last_1month_min;INTEGER;
dpd_active_secured_last_24months_max;INTEGER;
dpd_active_secured_last_24months_min;INTEGER;
dpd_active_secured_last_3months_max;INTEGER;
dpd_active_secured_last_3months_min;INTEGER;
dpd_active_secured_last_6months_max;INTEGER;
dpd_active_secured_last_6months_min;INTEGER;
dpd_active_securedmortgage_last_12months_max;INTEGER;
dpd_active_securedmortgage_last_1month_max;INTEGER;
dpd_active_securedmortgage_last_24months_max;INTEGER;
dpd_active_securedmortgage_last_3months_max;INTEGER;
dpd_active_securedmortgage_last_6months_max;INTEGER;
dpd_active_securedvehicle_last_12months_max;INTEGER;
dpd_active_securedvehicle_last_1month_max;INTEGER;
dpd_active_securedvehicle_last_24months_max;INTEGER;
dpd_active_securedvehicle_last_3months_max;INTEGER;
dpd_active_securedvehicle_last_6months_max;INTEGER;
dpd_active_unsecured_last_12months_max;INTEGER;
dpd_active_unsecured_last_12months_min;INTEGER;
dpd_active_unsecured_last_1month_max;INTEGER;
dpd_active_unsecured_last_1month_min;INTEGER;
dpd_active_unsecured_last_24months_max;INTEGER;
dpd_active_unsecured_last_24months_min;INTEGER;
dpd_active_unsecured_last_3months_max;INTEGER;
dpd_active_unsecured_last_3months_min;INTEGER;
dpd_active_unsecured_last_6months_max;INTEGER;
dpd_active_unsecured_last_6months_min;INTEGER;
dpd_allcondition_last_12months_max;INTEGER;
dpd_allcondition_last_12months_min;INTEGER;
dpd_allcondition_last_1month_max;INTEGER;
dpd_allcondition_last_1month_min;INTEGER;
dpd_allcondition_last_24months_max;INTEGER;
dpd_allcondition_last_24months_min;INTEGER;
dpd_allcondition_last_3months_max;INTEGER;
dpd_allcondition_last_3months_min;INTEGER;
dpd_allcondition_last_6months_max;INTEGER;
dpd_allcondition_last_6months_min;INTEGER;
dpd_allcondition_nonrestructured_openl3m_max;INTEGER;
dpd_allcondition_nonrestructured_openl3m_min;INTEGER;
dpd_allcondition_nonrestructured_openl6m_max;INTEGER;
dpd_allcondition_nonrestructured_openl6m_min;INTEGER;
dpd_allcondition_openl3m_max;INTEGER;
dpd_allcondition_openl3m_min;INTEGER;
dpd_allcondition_openl6m_max;INTEGER;
dpd_allcondition_openl6m_min;INTEGER;
dpd_allcondition_restructured_openl3m_max;INTEGER;
dpd_allcondition_restructured_openl6m_max;INTEGER;
dpd_allcondition_secured_last_12months_max;INTEGER;
dpd_allcondition_secured_last_12months_min;INTEGER;
dpd_allcondition_secured_last_1month_max;INTEGER;
dpd_allcondition_secured_last_1month_min;INTEGER;
dpd_allcondition_secured_last_24months_max;INTEGER;
dpd_allcondition_secured_last_24months_min;INTEGER;
dpd_allcondition_secured_last_3months_max;INTEGER;
dpd_allcondition_secured_last_3months_min;INTEGER;
dpd_allcondition_secured_last_6months_max;INTEGER;
dpd_allcondition_secured_last_6months_min;INTEGER;
dpd_allcondition_securedmortgage_last_12months_max;INTEGER;
dpd_allcondition_securedmortgage_last_1month_max;INTEGER;
dpd_allcondition_securedmortgage_last_24months_max;INTEGER;
dpd_allcondition_securedmortgage_last_3months_max;INTEGER;
dpd_allcondition_securedmortgage_last_6months_max;INTEGER;
dpd_allcondition_securedvehicle_last_12months_max;INTEGER;
dpd_allcondition_securedvehicle_last_1month_max;INTEGER;
dpd_allcondition_securedvehicle_last_24months_max;INTEGER;
dpd_allcondition_securedvehicle_last_3months_max;INTEGER;
dpd_allcondition_securedvehicle_last_6months_max;INTEGER;
dpd_allcondition_unsecured_last_12months_max;INTEGER;
dpd_allcondition_unsecured_last_12months_min;INTEGER;
dpd_allcondition_unsecured_last_1month_max;INTEGER;
dpd_allcondition_unsecured_last_1month_min;INTEGER;
dpd_allcondition_unsecured_last_24months_max;INTEGER;
dpd_allcondition_unsecured_last_24months_min;INTEGER;
dpd_allcondition_unsecured_last_3months_max;INTEGER;
dpd_allcondition_unsecured_last_3months_min;INTEGER;
dpd_allcondition_unsecured_last_6months_max;INTEGER;
dpd_allcondition_unsecured_last_6months_min;INTEGER;
dpd_below_500k_plafond_max;INTEGER;
dpd_below_500k_plafond_min;INTEGER;
dpd_btpn_active_last_12months_max;INTEGER;
dpd_btpn_active_last_1month_max;INTEGER;
dpd_btpn_active_last_24months_max;INTEGER;
dpd_btpn_active_last_3months_max;INTEGER;
dpd_btpn_active_last_6months_max;INTEGER;
dpd_btpn_allcondition_last_12months_max;INTEGER;
dpd_btpn_allcondition_last_1month_max;INTEGER;
dpd_btpn_allcondition_last_24months_max;INTEGER;
dpd_btpn_allcondition_last_3months_max;INTEGER;
dpd_btpn_allcondition_last_6months_max;INTEGER;
dpd_btpn_nonrestructured_active_last_12months_max;INTEGER;
dpd_btpn_nonrestructured_active_last_1month_max;INTEGER;
dpd_btpn_nonrestructured_active_last_24months_max;INTEGER;
dpd_btpn_nonrestructured_active_last_3months_max;INTEGER;
dpd_btpn_nonrestructured_active_last_6months_max;INTEGER;
dpd_btpn_nonrestructured_allcondition_last_12months_max;INTEGER;
dpd_btpn_nonrestructured_allcondition_last_1month_max;INTEGER;
dpd_btpn_nonrestructured_allcondition_last_24months_max;INTEGER;
dpd_btpn_nonrestructured_allcondition_last_3months_max;INTEGER;
dpd_btpn_nonrestructured_allcondition_last_6months_max;INTEGER;
dpd_btpn_restructured_active_last_12months_max;INTEGER;
dpd_btpn_restructured_active_last_1month_max;INTEGER;
dpd_btpn_restructured_active_last_24months_max;INTEGER;
dpd_btpn_restructured_active_last_3months_max;INTEGER;
dpd_btpn_restructured_active_last_6months_max;INTEGER;
dpd_btpn_restructured_allcondition_last_12months_max;INTEGER;
dpd_btpn_restructured_allcondition_last_1month_max;INTEGER;
dpd_btpn_restructured_allcondition_last_24months_max;INTEGER;
dpd_btpn_restructured_allcondition_last_3months_max;INTEGER;
dpd_btpn_restructured_allcondition_last_6months_max;INTEGER;
dpd_channeling_active_max;INTEGER;
dpd_channeling_active_min;INTEGER;
dpd_channeling_allcondition_max;INTEGER;
dpd_channeling_allcondition_min;INTEGER;
dpd_channeling_chargeoff_max;INTEGER;
dpd_channeling_paidoff_max;INTEGER;
dpd_channeling_paidoff_min;INTEGER;
dpd_chargeoff_last_12months_max;INTEGER;
dpd_chargeoff_last_1month_max;INTEGER;
dpd_chargeoff_last_24months_max;INTEGER;
dpd_chargeoff_last_3months_max;INTEGER;
dpd_chargeoff_last_6months_max;INTEGER;
dpd_chargeoff_secured_last_12months_max;INTEGER;
dpd_chargeoff_secured_last_1month_max;INTEGER;
dpd_chargeoff_secured_last_24months_max;INTEGER;
dpd_chargeoff_secured_last_3months_max;INTEGER;
dpd_chargeoff_secured_last_6months_max;INTEGER;
dpd_chargeoff_securedmortgage_last_12months_max;INTEGER;
dpd_chargeoff_securedmortgage_last_1month_max;INTEGER;
dpd_chargeoff_securedmortgage_last_24months_max;INTEGER;
dpd_chargeoff_securedmortgage_last_3months_max;INTEGER;
dpd_chargeoff_securedmortgage_last_6months_max;INTEGER;
dpd_chargeoff_securedvehicle_last_12months_max;INTEGER;
dpd_chargeoff_securedvehicle_last_1month_max;INTEGER;
dpd_chargeoff_securedvehicle_last_24months_max;INTEGER;
dpd_chargeoff_securedvehicle_last_3months_max;INTEGER;
dpd_chargeoff_securedvehicle_last_6months_max;INTEGER;
dpd_chargeoff_unsecured_last_12months_max;INTEGER;
dpd_chargeoff_unsecured_last_1month_max;INTEGER;
dpd_chargeoff_unsecured_last_24months_max;INTEGER;
dpd_chargeoff_unsecured_last_3months_max;INTEGER;
dpd_chargeoff_unsecured_last_6months_max;INTEGER;
dpd_chargewriteoff_last_12months_max;INTEGER;
dpd_chargewriteoff_last_1month_max;INTEGER;
dpd_chargewriteoff_last_24months_max;INTEGER;
dpd_chargewriteoff_last_3months_max;INTEGER;
dpd_chargewriteoff_last_6months_max;INTEGER;
dpd_chargewriteoff_secured_last_12months_max;INTEGER;
dpd_chargewriteoff_secured_last_1month_max;INTEGER;
dpd_chargewriteoff_secured_last_24months_max;INTEGER;
dpd_chargewriteoff_secured_last_3months_max;INTEGER;
dpd_chargewriteoff_secured_last_6months_max;INTEGER;
dpd_chargewriteoff_securedmortgage_last_12months_max;INTEGER;
dpd_chargewriteoff_securedmortgage_last_1month_max;INTEGER;
dpd_chargewriteoff_securedmortgage_last_24months_max;INTEGER;
dpd_chargewriteoff_securedmortgage_last_3months_max;INTEGER;
dpd_chargewriteoff_securedmortgage_last_6months_max;INTEGER;
dpd_chargewriteoff_securedvehicle_last_12months_max;INTEGER;
dpd_chargewriteoff_securedvehicle_last_1month_max;INTEGER;
dpd_chargewriteoff_securedvehicle_last_24months_max;INTEGER;
dpd_chargewriteoff_securedvehicle_last_3months_max;INTEGER;
dpd_chargewriteoff_securedvehicle_last_6months_max;INTEGER;
dpd_chargewriteoff_unsecured_last_12months_max;INTEGER;
dpd_chargewriteoff_unsecured_last_1month_max;INTEGER;
