field name;type;description
dpd_chargewriteoff_unsecured_last_24months_max;INTEGER;
dpd_chargewriteoff_unsecured_last_3months_max;INTEGER;
dpd_chargewriteoff_unsecured_last_6months_max;INTEGER;
dpd_closed_last_12months_max;INTEGER;
dpd_closed_last_12months_min;INTEGER;
dpd_closed_last_1month_max;INTEGER;
dpd_closed_last_1month_min;INTEGER;
dpd_closed_last_24months_max;INTEGER;
dpd_closed_last_24months_min;INTEGER;
dpd_closed_last_3months_max;INTEGER;
dpd_closed_last_3months_min;INTEGER;
dpd_closed_last_6months_max;INTEGER;
dpd_closed_last_6months_min;INTEGER;
dpd_closed_secured_last_12months_max;INTEGER;
dpd_closed_secured_last_1month_max;INTEGER;
dpd_closed_secured_last_24months_max;INTEGER;
dpd_closed_secured_last_3months_max;INTEGER;
dpd_closed_secured_last_6months_max;INTEGER;
dpd_closed_securedmortgage_last_12months_max;INTEGER;
dpd_closed_securedmortgage_last_1month_max;INTEGER;
dpd_closed_securedmortgage_last_24months_max;INTEGER;
dpd_closed_securedmortgage_last_3months_max;INTEGER;
dpd_closed_securedmortgage_last_6months_max;INTEGER;
dpd_closed_securedvehicle_last_12months_max;INTEGER;
dpd_closed_securedvehicle_last_1month_max;INTEGER;
dpd_closed_securedvehicle_last_24months_max;INTEGER;
dpd_closed_securedvehicle_last_3months_max;INTEGER;
dpd_closed_securedvehicle_last_6months_max;INTEGER;
dpd_closed_unsecured_last_12months_max;INTEGER;
dpd_closed_unsecured_last_12months_min;INTEGER;
dpd_closed_unsecured_last_1month_max;INTEGER;
dpd_closed_unsecured_last_1month_min;INTEGER;
dpd_closed_unsecured_last_24months_max;INTEGER;
dpd_closed_unsecured_last_24months_min;INTEGER;
dpd_closed_unsecured_last_3months_max;INTEGER;
dpd_closed_unsecured_last_3months_min;INTEGER;
dpd_closed_unsecured_last_6months_max;INTEGER;
dpd_closed_unsecured_last_6months_min;INTEGER;
dpd_competitors_active_last_12months_max;INTEGER;
dpd_competitors_active_last_1month_max;INTEGER;
dpd_competitors_active_last_24months_max;INTEGER;
dpd_competitors_active_last_3months_max;INTEGER;
dpd_competitors_active_last_6months_max;INTEGER;
dpd_competitors_allcondition_last_12months_max;INTEGER;
dpd_competitors_allcondition_last_1month_max;INTEGER;
dpd_competitors_allcondition_last_24months_max;INTEGER;
dpd_competitors_allcondition_last_3months_max;INTEGER;
dpd_competitors_allcondition_last_6months_max;INTEGER;
dpd_competitors_nonrestructured_active_last_12months_max;INTEGER;
dpd_competitors_nonrestructured_active_last_1month_max;INTEGER;
dpd_competitors_nonrestructured_active_last_24months_max;INTEGER;
dpd_competitors_nonrestructured_active_last_3months_max;INTEGER;
dpd_competitors_nonrestructured_active_last_6months_max;INTEGER;
dpd_competitors_nonrestructured_allcondition_last_12months_max;INTEGER;
dpd_competitors_nonrestructured_allcondition_last_1month_max;INTEGER;
dpd_competitors_nonrestructured_allcondition_last_24months_max;INTEGER;
dpd_competitors_nonrestructured_allcondition_last_3months_max;INTEGER;
dpd_competitors_nonrestructured_allcondition_last_6months_max;INTEGER;
dpd_competitors_restructured_active_last_12months_max;INTEGER;
dpd_competitors_restructured_active_last_1month_max;INTEGER;
dpd_competitors_restructured_active_last_24months_max;INTEGER;
dpd_competitors_restructured_active_last_3months_max;INTEGER;
dpd_competitors_restructured_active_last_6months_max;INTEGER;
dpd_competitors_restructured_allcondition_last_12months_max;INTEGER;
dpd_competitors_restructured_allcondition_last_1month_max;INTEGER;
dpd_competitors_restructured_allcondition_last_24months_max;INTEGER;
dpd_competitors_restructured_allcondition_last_3months_max;INTEGER;
dpd_competitors_restructured_allcondition_last_6months_max;INTEGER;
dpd_conventional_facilities_max;INTEGER;
dpd_conventional_facilities_min;INTEGER;
dpd_credit_card_active_max;INTEGER;
dpd_credit_card_active_min;INTEGER;
dpd_credit_card_allcondition_max;INTEGER;
dpd_credit_card_allcondition_min;INTEGER;
dpd_digibank_institution_max;INTEGER;
dpd_digibank_institution_min;INTEGER;
dpd_fintech_institution_max;INTEGER;
dpd_fintech_institution_min;INTEGER;
dpd_irregular_l12m_max;INTEGER;
dpd_irregular_l3m_max;INTEGER;
dpd_irregular_l6m_max;INTEGER;
dpd_irregular_max;INTEGER;
dpd_jago_active_last_12months_max;INTEGER;
dpd_jago_active_last_12months_min;INTEGER;
dpd_jago_active_last_1month_max;INTEGER;
dpd_jago_active_last_1month_min;INTEGER;
dpd_jago_active_last_24months_max;INTEGER;
dpd_jago_active_last_24months_min;INTEGER;
dpd_jago_active_last_3months_max;INTEGER;
dpd_jago_active_last_3months_min;INTEGER;
dpd_jago_active_last_6months_max;INTEGER;
dpd_jago_active_last_6months_min;INTEGER;
dpd_jago_allcondition_last_12months_max;INTEGER;
dpd_jago_allcondition_last_12months_min;INTEGER;
dpd_jago_allcondition_last_1month_max;INTEGER;
dpd_jago_allcondition_last_1month_min;INTEGER;
dpd_jago_allcondition_last_24months_max;INTEGER;
dpd_jago_allcondition_last_24months_min;INTEGER;
dpd_jago_allcondition_last_3months_max;INTEGER;
dpd_jago_allcondition_last_3months_min;INTEGER;
dpd_jago_allcondition_last_6months_max;INTEGER;
dpd_jago_allcondition_last_6months_min;INTEGER;
dpd_jago_conventional_facilities_max;INTEGER;
dpd_jago_conventional_facilities_min;INTEGER;
dpd_jago_nonrestructured_active_last_12months_max;INTEGER;
dpd_jago_nonrestructured_active_last_12months_min;INTEGER;
dpd_jago_nonrestructured_active_last_1month_max;INTEGER;
dpd_jago_nonrestructured_active_last_1month_min;INTEGER;
dpd_jago_nonrestructured_active_last_24months_max;INTEGER;
dpd_jago_nonrestructured_active_last_24months_min;INTEGER;
dpd_jago_nonrestructured_active_last_3months_max;INTEGER;
dpd_jago_nonrestructured_active_last_3months_min;INTEGER;
dpd_jago_nonrestructured_active_last_6months_max;INTEGER;
dpd_jago_nonrestructured_active_last_6months_min;INTEGER;
dpd_jago_nonrestructured_allcondition_last_12months_max;INTEGER;
dpd_jago_nonrestructured_allcondition_last_12months_min;INTEGER;
dpd_jago_nonrestructured_allcondition_last_1month_max;INTEGER;
dpd_jago_nonrestructured_allcondition_last_1month_min;INTEGER;
dpd_jago_nonrestructured_allcondition_last_24months_max;INTEGER;
dpd_jago_nonrestructured_allcondition_last_24months_min;INTEGER;
dpd_jago_nonrestructured_allcondition_last_3months_max;INTEGER;
dpd_jago_nonrestructured_allcondition_last_3months_min;INTEGER;
dpd_jago_nonrestructured_allcondition_last_6months_max;INTEGER;
dpd_jago_nonrestructured_allcondition_last_6months_min;INTEGER;
dpd_jago_restructured_active_last_12months_max;INTEGER;
dpd_jago_restructured_active_last_1month_max;INTEGER;
dpd_jago_restructured_active_last_24months_max;INTEGER;
dpd_jago_restructured_active_last_3months_max;INTEGER;
dpd_jago_restructured_active_last_6months_max;INTEGER;
dpd_jago_restructured_allcondition_last_12months_max;INTEGER;
dpd_jago_restructured_allcondition_last_1month_max;INTEGER;
dpd_jago_restructured_allcondition_last_24months_max;INTEGER;
dpd_jago_restructured_allcondition_last_3months_max;INTEGER;
dpd_jago_restructured_allcondition_last_6months_max;INTEGER;
dpd_jago_sharia_other_facilities_max;INTEGER;
dpd_jago_sharia_other_facilities_min;INTEGER;
dpd_multifinance_active_max;INTEGER;
dpd_multifinance_allcondition_max;INTEGER;
dpd_multifinance_allcondition_min;INTEGER;
dpd_multifinance_chargeoff_max;INTEGER;
dpd_multifinance_paidoff_max;INTEGER;
dpd_multifinance_paidoff_min;INTEGER;
dpd_multiguna_active_max;INTEGER;
dpd_multiguna_active_min;INTEGER;
dpd_multiguna_allcondition_max;INTEGER;
dpd_multiguna_allcondition_min;INTEGER;
dpd_multiguna_chargeoff_max;INTEGER;
dpd_multiguna_paidoff_max;INTEGER;
dpd_multiguna_paidoff_min;INTEGER;
dpd_nonbank_active_last_12months_max;INTEGER;
dpd_nonbank_active_last_12months_min;INTEGER;
dpd_nonbank_active_last_1month_max;INTEGER;
dpd_nonbank_active_last_1month_min;INTEGER;
dpd_nonbank_active_last_24months_max;INTEGER;
dpd_nonbank_active_last_24months_min;INTEGER;
dpd_nonbank_active_last_3months_max;INTEGER;
dpd_nonbank_active_last_3months_min;INTEGER;
dpd_nonbank_active_last_6months_max;INTEGER;
dpd_nonbank_active_last_6months_min;INTEGER;
dpd_nonbank_allcondition_last_12months_max;INTEGER;
dpd_nonbank_allcondition_last_12months_min;INTEGER;
dpd_nonbank_allcondition_last_1month_max;INTEGER;
dpd_nonbank_allcondition_last_1month_min;INTEGER;
dpd_nonbank_allcondition_last_24months_max;INTEGER;
dpd_nonbank_allcondition_last_24months_min;INTEGER;
dpd_nonbank_allcondition_last_3months_max;INTEGER;
dpd_nonbank_allcondition_last_3months_min;INTEGER;
dpd_nonbank_allcondition_last_6months_max;INTEGER;
dpd_nonbank_allcondition_last_6months_min;INTEGER;
dpd_nonbank_nonrestructured_active_last_12months_max;INTEGER;
dpd_nonbank_nonrestructured_active_last_12months_min;INTEGER;
dpd_nonbank_nonrestructured_active_last_1month_max;INTEGER;
dpd_nonbank_nonrestructured_active_last_1month_min;INTEGER;
dpd_nonbank_nonrestructured_active_last_24months_max;INTEGER;
dpd_nonbank_nonrestructured_active_last_24months_min;INTEGER;
dpd_nonbank_nonrestructured_active_last_3months_max;INTEGER;
dpd_nonbank_nonrestructured_active_last_3months_min;INTEGER;
dpd_nonbank_nonrestructured_active_last_6months_max;INTEGER;
dpd_nonbank_nonrestructured_active_last_6months_min;INTEGER;
dpd_nonbank_nonrestructured_allcondition_last_12months_max;INTEGER;
dpd_nonbank_nonrestructured_allcondition_last_12months_min;INTEGER;
dpd_nonbank_nonrestructured_allcondition_last_1month_max;INTEGER;
dpd_nonbank_nonrestructured_allcondition_last_1month_min;INTEGER;
dpd_nonbank_nonrestructured_allcondition_last_24months_max;INTEGER;
dpd_nonbank_nonrestructured_allcondition_last_24months_min;INTEGER;
dpd_nonbank_nonrestructured_allcondition_last_3months_max;INTEGER;
dpd_nonbank_nonrestructured_allcondition_last_3months_min;INTEGER;
dpd_nonbank_nonrestructured_allcondition_last_6months_max;INTEGER;
dpd_nonbank_nonrestructured_allcondition_last_6months_min;INTEGER;
dpd_nonbank_restructured_active_last_12months_max;INTEGER;
dpd_nonbank_restructured_active_last_1month_max;INTEGER;
dpd_nonbank_restructured_active_last_24months_max;INTEGER;
dpd_nonbank_restructured_active_last_3months_max;INTEGER;
dpd_nonbank_restructured_active_last_6months_max;INTEGER;
dpd_nonbank_restructured_allcondition_last_12months_max;INTEGER;
dpd_nonbank_restructured_allcondition_last_1month_max;INTEGER;
dpd_nonbank_restructured_allcondition_last_24months_max;INTEGER;
dpd_nonbank_restructured_allcondition_last_3months_max;INTEGER;
dpd_nonbank_restructured_allcondition_last_6months_max;INTEGER;
dpd_paidoff_last_12months_max;INTEGER;
dpd_paidoff_last_12months_min;INTEGER;
dpd_paidoff_last_1month_max;INTEGER;
dpd_paidoff_last_1month_min;INTEGER;
dpd_paidoff_last_24months_max;INTEGER;
dpd_paidoff_last_24months_min;INTEGER;
dpd_paidoff_last_3months_max;INTEGER;
dpd_paidoff_last_3months_min;INTEGER;
dpd_paidoff_last_6months_max;INTEGER;
dpd_paidoff_last_6months_min;INTEGER;
dpd_paidoff_secured_last_12months_max;INTEGER;
dpd_paidoff_secured_last_1month_max;INTEGER;
dpd_paidoff_secured_last_24months_max;INTEGER;
dpd_paidoff_secured_last_3months_max;INTEGER;
dpd_paidoff_secured_last_6months_max;INTEGER;
dpd_paidoff_securedmortgage_last_12months_max;INTEGER;
dpd_paidoff_securedmortgage_last_1month_max;INTEGER;
dpd_paidoff_securedmortgage_last_24months_max;INTEGER;
dpd_paidoff_securedmortgage_last_3months_max;INTEGER;
dpd_paidoff_securedmortgage_last_6months_max;INTEGER;
dpd_paidoff_securedvehicle_last_12months_max;INTEGER;
dpd_paidoff_securedvehicle_last_1month_max;INTEGER;
dpd_paidoff_securedvehicle_last_24months_max;INTEGER;
dpd_paidoff_securedvehicle_last_3months_max;INTEGER;
dpd_paidoff_securedvehicle_last_6months_max;INTEGER;
dpd_paidoff_unsecured_last_12months_max;INTEGER;
dpd_paidoff_unsecured_last_12months_min;INTEGER;
dpd_paidoff_unsecured_last_1month_max;INTEGER;
dpd_paidoff_unsecured_last_1month_min;INTEGER;
dpd_paidoff_unsecured_last_24months_max;INTEGER;
dpd_paidoff_unsecured_last_24months_min;INTEGER;
dpd_paidoff_unsecured_last_3months_max;INTEGER;
dpd_paidoff_unsecured_last_3months_min;INTEGER;
dpd_paidoff_unsecured_last_6months_max;INTEGER;
dpd_paidoff_unsecured_last_6months_min;INTEGER;
dpd_paidoffwithdiscount_last_12months_max;INTEGER;
dpd_paidoffwithdiscount_last_1month_max;INTEGER;
dpd_paidoffwithdiscount_last_24months_max;INTEGER;
dpd_paidoffwithdiscount_last_3months_max;INTEGER;
dpd_paidoffwithdiscount_last_6months_max;INTEGER;
dpd_paidoffwithdiscount_secured_last_12months_max;INTEGER;
dpd_paidoffwithdiscount_secured_last_1month_max;INTEGER;
dpd_paidoffwithdiscount_secured_last_24months_max;INTEGER;
dpd_paidoffwithdiscount_secured_last_3months_max;INTEGER;
dpd_paidoffwithdiscount_secured_last_6months_max;INTEGER;
dpd_paidoffwithdiscount_securedmortgage_last_12months_max;INTEGER;
dpd_paidoffwithdiscount_securedmortgage_last_12months_min;INTEGER;
dpd_paidoffwithdiscount_securedmortgage_last_1month_max;INTEGER;
dpd_paidoffwithdiscount_securedmortgage_last_1month_min;INTEGER;
dpd_paidoffwithdiscount_securedmortgage_last_24months_max;INTEGER;
dpd_paidoffwithdiscount_securedmortgage_last_24months_min;INTEGER;
dpd_paidoffwithdiscount_securedmortgage_last_3months_max;INTEGER;
dpd_paidoffwithdiscount_securedmortgage_last_3months_min;INTEGER;
dpd_paidoffwithdiscount_securedmortgage_last_6months_max;INTEGER;
dpd_paidoffwithdiscount_securedmortgage_last_6months_min;INTEGER;
dpd_paidoffwithdiscount_securedvehicle_last_12months_max;INTEGER;
dpd_paidoffwithdiscount_securedvehicle_last_1month_max;INTEGER;
dpd_paidoffwithdiscount_securedvehicle_last_24months_max;INTEGER;
dpd_paidoffwithdiscount_securedvehicle_last_3months_max;INTEGER;
dpd_paidoffwithdiscount_securedvehicle_last_6months_max;INTEGER;
dpd_paidoffwithdiscount_unsecured_last_12months_max;INTEGER;
dpd_paidoffwithdiscount_unsecured_last_1month_max;INTEGER;
dpd_paidoffwithdiscount_unsecured_last_24months_max;INTEGER;
dpd_paidoffwithdiscount_unsecured_last_3months_max;INTEGER;
dpd_paidoffwithdiscount_unsecured_last_6months_max;INTEGER;
dpd_personal_loan_active_max;INTEGER;
dpd_personal_loan_allcondition_max;INTEGER;
dpd_personal_loan_allcondition_min;INTEGER;
dpd_restructured_active_l12m_max;INTEGER;
dpd_restructured_active_l12m_min;INTEGER;
dpd_restructured_active_l3m_max;INTEGER;
dpd_restructured_active_l3m_min;INTEGER;
dpd_restructured_active_l6m_max;INTEGER;
dpd_restructured_active_l6m_min;INTEGER;
dpd_restructured_active_last_12months_max;INTEGER;
dpd_restructured_active_last_1month_max;INTEGER;
dpd_restructured_active_last_24months_max;INTEGER;
dpd_restructured_active_last_3months_max;INTEGER;
dpd_restructured_active_last_6months_max;INTEGER;
dpd_restructured_active_secured_last_12months_max;INTEGER;
dpd_restructured_active_secured_last_1month_max;INTEGER;
dpd_restructured_active_secured_last_24months_max;INTEGER;
dpd_restructured_active_secured_last_3months_max;INTEGER;
dpd_restructured_active_secured_last_6months_max;INTEGER;
dpd_restructured_active_securedmortgage_last_12months_max;INTEGER;
dpd_restructured_active_securedmortgage_last_1month_max;INTEGER;
dpd_restructured_active_securedmortgage_last_24months_max;INTEGER;
dpd_restructured_active_securedmortgage_last_3months_max;INTEGER;
dpd_restructured_active_securedmortgage_last_6months_max;INTEGER;
dpd_restructured_active_securedvehicle_last_12months_max;INTEGER;
dpd_restructured_active_securedvehicle_last_1month_max;INTEGER;
dpd_restructured_active_securedvehicle_last_24months_max;INTEGER;
dpd_restructured_active_securedvehicle_last_3months_max;INTEGER;
dpd_restructured_active_securedvehicle_last_6months_max;INTEGER;
dpd_restructured_active_unsecured_last_12months_max;INTEGER;
dpd_restructured_active_unsecured_last_1month_max;INTEGER;
dpd_restructured_active_unsecured_last_24months_max;INTEGER;
dpd_restructured_active_unsecured_last_3months_max;INTEGER;
dpd_restructured_active_unsecured_last_6months_max;INTEGER;
dpd_restructured_allcondition_last_12months_max;INTEGER;
dpd_restructured_allcondition_last_1month_max;INTEGER;
dpd_restructured_allcondition_last_24months_max;INTEGER;
dpd_restructured_allcondition_last_3months_max;INTEGER;
dpd_restructured_allcondition_last_6months_max;INTEGER;
dpd_restructured_allcondition_secured_last_12months_max;INTEGER;
dpd_restructured_allcondition_secured_last_1month_max;INTEGER;
dpd_restructured_allcondition_secured_last_24months_max;INTEGER;
dpd_restructured_allcondition_secured_last_3months_max;INTEGER;
dpd_restructured_allcondition_secured_last_6months_max;INTEGER;
dpd_restructured_allcondition_securedmortgage_last_12months_max;INTEGER;
dpd_restructured_allcondition_securedmortgage_last_1month_max;INTEGER;
dpd_restructured_allcondition_securedmortgage_last_24months_max;INTEGER;
dpd_restructured_allcondition_securedmortgage_last_3months_max;INTEGER;
dpd_restructured_allcondition_securedmortgage_last_6months_max;INTEGER;
dpd_restructured_allcondition_securedvehicle_last_12months_max;INTEGER;
dpd_restructured_allcondition_securedvehicle_last_1month_max;INTEGER;
dpd_restructured_allcondition_securedvehicle_last_24months_max;INTEGER;
dpd_restructured_allcondition_securedvehicle_last_3months_max;INTEGER;
dpd_restructured_allcondition_securedvehicle_last_6months_max;INTEGER;
dpd_restructured_allcondition_unsecured_last_12months_max;INTEGER;
dpd_restructured_allcondition_unsecured_last_1month_max;INTEGER;
dpd_restructured_allcondition_unsecured_last_24months_max;INTEGER;
dpd_restructured_allcondition_unsecured_last_3months_max;INTEGER;
dpd_restructured_allcondition_unsecured_last_6months_max;INTEGER;
dpd_sharia_institution_max;INTEGER;
dpd_sharia_institution_min;INTEGER;
dpd_sharia_other_facilities_max;INTEGER;
dpd_sharia_other_facilities_min;INTEGER;
dpd_tenor_1_active_max;INTEGER;
dpd_tenor_1_active_min;INTEGER;
dpd_tenor_1_allcondition_max;INTEGER;
dpd_tenor_1_allcondition_min;INTEGER;
dpd_tenor_1_chargeoff_max;INTEGER;
dpd_tenor_1_high_interest_active_max;INTEGER;
dpd_tenor_1_high_interest_allcondition_max;INTEGER;
dpd_tenor_1_high_interest_allcondition_min;INTEGER;
dpd_tenor_1_high_interest_chargeoff_max;INTEGER;
dpd_tenor_1_high_interest_paidoff_max;INTEGER;
dpd_tenor_1_high_interest_paidoff_min;INTEGER;
dpd_tenor_1_low_interest_active_max;INTEGER;
dpd_tenor_1_low_interest_allcondition_max;INTEGER;
dpd_tenor_1_low_interest_allcondition_min;INTEGER;
dpd_tenor_1_low_interest_chargeoff_max;INTEGER;
dpd_tenor_1_low_interest_paidoff_max;INTEGER;
dpd_tenor_1_low_interest_paidoff_min;INTEGER;
dpd_tenor_1_paidoff_max;INTEGER;
dpd_tenor_1_paidoff_min;INTEGER;
dpd_tenor_2to11_active_max;INTEGER;
dpd_tenor_2to11_active_min;INTEGER;
dpd_tenor_2to11_allcondition_max;INTEGER;
dpd_tenor_2to11_allcondition_min;INTEGER;
dpd_tenor_2to11_chargeoff_max;INTEGER;
dpd_tenor_2to11_high_interest_active_max;INTEGER;
dpd_tenor_2to11_high_interest_active_min;INTEGER;
dpd_tenor_2to11_high_interest_allcondition_max;INTEGER;
dpd_tenor_2to11_high_interest_allcondition_min;INTEGER;
dpd_tenor_2to11_high_interest_chargeoff_max;INTEGER;
dpd_tenor_2to11_high_interest_paidoff_max;INTEGER;
dpd_tenor_2to11_high_interest_paidoff_min;INTEGER;
dpd_tenor_2to11_low_interest_active_max;INTEGER;
dpd_tenor_2to11_low_interest_active_min;INTEGER;
dpd_tenor_2to11_low_interest_allcondition_max;INTEGER;
dpd_tenor_2to11_low_interest_allcondition_min;INTEGER;
dpd_tenor_2to11_low_interest_chargeoff_max;INTEGER;
dpd_tenor_2to11_low_interest_paidoff_max;INTEGER;
dpd_tenor_2to11_low_interest_paidoff_min;INTEGER;
dpd_tenor_2to11_paidoff_max;INTEGER;
dpd_tenor_2to11_paidoff_min;INTEGER;
dpd_working_capital_active_max;INTEGER;
dpd_working_capital_allcondition_max;INTEGER;
dpd_working_capital_allcondition_min;INTEGER;
dpd_working_capital_chargeoff_max;INTEGER;
dpd_working_capital_paidoff_max;INTEGER;
flags_10mio_20mio_plafond_count;INTEGER;
flags_1mio_3mio_plafond_count;INTEGER;
flags_20mio_100mio_plafond_count;INTEGER;
flags_3mio_5mio_plafond_count;INTEGER;
flags_500k_1mio_plafond_count;INTEGER;
flags_5mio_10mio_plafond_count;INTEGER;
flags_above_100mio_plafond_count;INTEGER;
flags_active_count;INTEGER;
flags_active_dpd10plus_count;INTEGER;
flags_active_dpd90plus_count;INTEGER;
flags_active_l12m_count;INTEGER;
flags_active_l3m_count;INTEGER;
flags_active_l6m_count;INTEGER;
flags_active_mobg12m_count;INTEGER;
flags_active_mobl12m_count;INTEGER;
flags_active_mobl1m_count;INTEGER;
flags_active_mobl3m_count;INTEGER;
flags_active_mobl6m_count;INTEGER;
flags_active_nonrestructured_openl3m_count;INTEGER;
flags_active_nonrestructured_openl6m_count;INTEGER;
flags_active_openl3m_count;INTEGER;
flags_active_openl6m_count;INTEGER;
flags_active_restructured_openl3m_count;INTEGER;
flags_active_restructured_openl6m_count;INTEGER;
flags_active_secured_count;INTEGER;
flags_active_secured_dpd10plus_count;INTEGER;
flags_active_secured_dpd30plus_count;INTEGER;
flags_active_secured_dpd90plus_count;INTEGER;
flags_active_securedmortgage_count;INTEGER;
flags_active_securedmortgage_dpd10plus_count;INTEGER;
flags_active_securedmortgage_dpd30plus_count;INTEGER;
flags_active_securedmortgage_dpd90plus_count;INTEGER;
flags_active_securedvehicle_count;INTEGER;
flags_active_securedvehicle_dpd10plus_count;INTEGER;
flags_active_securedvehicle_dpd30plus_count;INTEGER;
flags_active_securedvehicle_dpd90plus_count;INTEGER;
flags_active_unsecured_count;INTEGER;
flags_active_unsecured_dpd10plus_count;INTEGER;
flags_active_unsecured_dpd30plus_count;INTEGER;
flags_active_unsecured_dpd90plus_count;INTEGER;
flags_all_count;INTEGER;
flags_allcondition_count;INTEGER;
flags_allcondition_dpd10plus_count;INTEGER;
flags_allcondition_dpd30plus_count;INTEGER;
flags_allcondition_dpd90plus_count;INTEGER;
flags_allcondition_nonrestructured_openl3m_count;INTEGER;
flags_allcondition_nonrestructured_openl6m_count;INTEGER;
flags_allcondition_openl3m_count;INTEGER;
flags_allcondition_openl6m_count;INTEGER;
flags_allcondition_restructured_openl3m_count;INTEGER;
flags_allcondition_restructured_openl6m_count;INTEGER;
flags_allcondition_secured_count;INTEGER;
flags_allcondition_secured_dpd10plus_count;INTEGER;
flags_allcondition_secured_dpd30plus_count;INTEGER;
flags_allcondition_secured_dpd90plus_count;INTEGER;
flags_allcondition_securedmortgage_count;INTEGER;
flags_allcondition_securedmortgage_dpd10plus_count;INTEGER;
flags_allcondition_securedmortgage_dpd30plus_count;INTEGER;
flags_allcondition_securedmortgage_dpd90plus_count;INTEGER;
flags_allcondition_securedvehicle_count;INTEGER;
flags_allcondition_securedvehicle_dpd10plus_count;INTEGER;
flags_allcondition_securedvehicle_dpd30plus_count;INTEGER;
flags_allcondition_securedvehicle_dpd90plus_count;INTEGER;
flags_allcondition_unsecured_count;INTEGER;
flags_allcondition_unsecured_dpd10plus_count;INTEGER;
flags_allcondition_unsecured_dpd30plus_count;INTEGER;
flags_allcondition_unsecured_dpd90plus_count;INTEGER;
flags_below_500k_plafond_count;INTEGER;
flags_btpn_active_count;INTEGER;
flags_btpn_active_dpd10plus_count;INTEGER;
flags_btpn_active_dpd30plus_count;INTEGER;
flags_btpn_active_dpd90plus_count;INTEGER;
flags_btpn_active_mobg12m_count;INTEGER;
flags_btpn_active_mobl12m_count;INTEGER;
flags_btpn_active_mobl1m_count;INTEGER;
flags_btpn_active_mobl3m_count;INTEGER;
flags_btpn_active_mobl6m_count;INTEGER;
flags_btpn_allcondition_count;INTEGER;
flags_btpn_allcondition_dpd10plus_count;INTEGER;
flags_btpn_allcondition_dpd30plus_count;INTEGER;
flags_btpn_allcondition_dpd90plus_count;INTEGER;
flags_btpn_nonrestructured_active_count;INTEGER;
flags_btpn_nonrestructured_active_dpd10plus_count;INTEGER;
flags_btpn_nonrestructured_active_dpd30plus_count;INTEGER;
flags_btpn_nonrestructured_active_dpd90plus_count;INTEGER;
flags_btpn_nonrestructured_active_mobg12m_count;INTEGER;
flags_btpn_nonrestructured_active_mobl12m_count;INTEGER;
flags_btpn_nonrestructured_active_mobl1m_count;INTEGER;
flags_btpn_nonrestructured_active_mobl3m_count;INTEGER;
flags_btpn_nonrestructured_active_mobl6m_count;INTEGER;
flags_btpn_nonrestructured_allcondition_count;INTEGER;
flags_btpn_nonrestructured_allcondition_dpd10plus_count;INTEGER;
flags_btpn_nonrestructured_allcondition_dpd30plus_count;INTEGER;
flags_btpn_nonrestructured_allcondition_dpd90plus_count;INTEGER;
flags_btpn_restructured_active_count;INTEGER;
flags_btpn_restructured_active_dpd10plus_count;INTEGER;
flags_btpn_restructured_active_dpd30plus_count;INTEGER;
flags_btpn_restructured_active_dpd90plus_count;INTEGER;
flags_btpn_restructured_active_mobg12m_count;INTEGER;
flags_btpn_restructured_active_mobl12m_count;INTEGER;
flags_btpn_restructured_active_mobl1m_count;INTEGER;
flags_btpn_restructured_active_mobl3m_count;INTEGER;
flags_btpn_restructured_active_mobl6m_count;INTEGER;
flags_btpn_restructured_allcondition_count;INTEGER;
flags_btpn_restructured_allcondition_dpd10plus_count;INTEGER;
flags_btpn_restructured_allcondition_dpd30plus_count;INTEGER;
flags_btpn_restructured_allcondition_dpd90plus_count;INTEGER;
flags_channeling_active_count;INTEGER;
flags_channeling_allcondition_count;INTEGER;
flags_channeling_chargeoff_count;INTEGER;
flags_channeling_paidoff_count;INTEGER;
flags_chargeoff_count;INTEGER;
flags_chargeoff_dpd10plus_count;INTEGER;
flags_chargeoff_dpd30plus_count;INTEGER;
flags_chargeoff_dpd90plus_count;INTEGER;
flags_chargeoff_g12m_count;INTEGER;
flags_chargeoff_l12m_count;INTEGER;
flags_chargeoff_l1m_count;INTEGER;
flags_chargeoff_l3m_count;INTEGER;
flags_chargeoff_l6m_count;INTEGER;
flags_chargeoff_secured_count;INTEGER;
flags_chargeoff_secured_dpd10plus_count;INTEGER;
flags_chargeoff_secured_dpd30plus_count;INTEGER;
flags_chargeoff_secured_dpd90plus_count;INTEGER;
flags_chargeoff_securedmortgage_count;INTEGER;
flags_chargeoff_securedmortgage_dpd10plus_count;INTEGER;
flags_chargeoff_securedmortgage_dpd30plus_count;INTEGER;
flags_chargeoff_securedmortgage_dpd90plus_count;INTEGER;
flags_chargeoff_securedvehicle_count;INTEGER;
flags_chargeoff_securedvehicle_dpd10plus_count;INTEGER;
flags_chargeoff_securedvehicle_dpd30plus_count;INTEGER;
flags_chargeoff_securedvehicle_dpd90plus_count;INTEGER;
flags_chargeoff_unsecured_count;INTEGER;
flags_chargeoff_unsecured_dpd10plus_count;INTEGER;
flags_chargeoff_unsecured_dpd30plus_count;INTEGER;
flags_chargeoff_unsecured_dpd90plus_count;INTEGER;
flags_chargewriteoff_count;INTEGER;
flags_chargewriteoff_dpd10plus_count;INTEGER;
flags_chargewriteoff_dpd30plus_count;INTEGER;
flags_chargewriteoff_dpd90plus_count;INTEGER;
flags_chargewriteoff_secured_count;INTEGER;
